posting_id,role_category,city,company,salary_min,salary_max,posted_date,sql,python,power_bi,tableau,excel,azure,aws,spark,r,snowflake,dbt,genai_llm
5805537218,ai_engineer,Jaipur,Durapid Technologies Pvt Ltd,1500000.0,1800000.0,2026-07-18T06:32:04Z,False,False,False,False,False,True,False,False,False,False,False,True
5821684867,ai_engineer,Bengaluru,Telradsol,,,2026-07-31T04:46:34Z,False,False,False,False,False,False,False,False,False,False,False,False
5835817646,ai_engineer,Hyderabad,Capgemini,,,2026-08-10T22:49:51Z,False,False,False,False,False,False,False,False,False,False,False,True
5835817647,ai_engineer,India,Capgemini,,,2026-08-10T22:49:51Z,False,False,False,False,False,False,False,False,False,False,False,True
5805537188,ai_engineer,Mumbai,Kuku FM,1200000.0,2000000.0,2026-07-18T06:32:04Z,False,False,False,False,False,False,False,False,False,False,False,False
5848973608,ai_engineer,Hyderabad,ECS ME LLC,,,2026-08-20T05:00:46Z,False,False,False,False,False,False,False,False,False,False,False,True
5831392979,ai_engineer,Mumbai,Brainwonders,,,2026-08-07T07:20:37Z,False,False,False,False,False,False,False,False,False,False,False,True
5810904593,ai_engineer,India,AION,,,2026-07-22T19:07:29Z,False,False,False,False,False,False,False,False,False,False,False,False
5769457291,ai_engineer,India,SAP Fioneer,,,2026-06-19T20:41:15Z,False,False,False,False,False,False,False,False,False,False,False,False
5781056559,ai_engineer,India,Virallens,,,2026-06-29T16:04:39Z,False,False,False,False,False,False,False,False,False,False,False,True
5768766210,ai_engineer,Hyderabad,Blumetra,2500000.0,3000000.0,2026-06-19T06:19:18Z,False,False,False,False,False,False,False,False,False,False,False,True
5851409029,ai_engineer,Bengaluru,Trigent Software Private Limited,1700000.0,1700000.0,2026-08-21T23:36:06Z,False,True,False,False,False,False,True,False,False,False,False,False
5783489803,ai_engineer,India,Blue Matter,,,2026-07-01T16:03:49Z,False,False,False,False,False,False,False,False,False,False,False,False
5842763538,ai_engineer,Pune,Mastercard,,,2026-08-15T11:35:30Z,False,False,False,False,False,False,False,False,False,False,False,False
5831966036,ai_engineer,Bengaluru,Antino,,,2026-08-07T17:55:50Z,False,False,False,False,False,False,False,False,False,False,False,False
5837019579,ai_engineer,Indore,Top Gen AI Jobs,,,2026-08-11T21:41:06Z,False,True,False,False,False,True,True,False,False,False,False,True
5761699604,ai_engineer,India,Mitra Innovation,,,2026-06-13T02:18:30Z,False,False,False,False,False,False,False,False,False,False,False,False
5781956278,ai_engineer,Tamil Nadu,ABC,,,2026-06-30T14:52:25Z,False,False,False,False,False,False,False,False,False,False,False,False
5743210191,ai_engineer,Mumbai,NeoGenCode Technologies Pvt Ltd,600000.0,1200000.0,2026-05-28T12:49:28Z,False,False,False,False,False,False,False,False,False,False,False,False
5849675578,ai_engineer,Mumbai,Tata Teleservices,,,2026-08-20T20:42:51Z,False,False,False,False,False,False,False,False,False,False,False,False
5831607481,ai_engineer,India,"NTT America, Inc.",,,2026-08-07T10:55:48Z,False,False,False,False,False,False,True,False,False,False,False,False
5840174952,ai_engineer,Mumbai,Unico Connect Private Limited,,,2026-08-13T16:01:05Z,False,False,False,False,False,False,False,False,False,False,False,False
5722057797,ai_engineer,India,Brahma,,,2026-05-08T02:10:58Z,False,False,False,False,False,False,False,False,False,False,False,False
5831607515,ai_engineer,India,"NTT America, Inc.",,,2026-08-07T10:55:49Z,False,False,False,False,False,False,True,False,False,False,False,False
5842544539,ai_engineer,Bengaluru,Jothishi Online and Advertising Services Private Limited,,,2026-08-15T07:23:59Z,False,False,False,False,False,False,False,False,False,False,False,True
5760986287,ai_engineer,Pune,Mastercard,,,2026-06-12T10:29:17Z,False,False,False,False,False,False,False,False,False,False,False,False
5752934059,ai_engineer,Mumbai,Apprication pvt ltd,300000.0,1200000.0,2026-06-05T14:45:39Z,False,False,False,False,False,False,False,False,False,False,False,False
5440535892,ai_engineer,India,Reliableteamai,200000.0,2400000.0,2025-10-10T09:21:38Z,False,True,False,False,False,False,False,False,False,False,False,True
5755733078,ai_engineer,Hyderabad,All Generation Tech,,,2026-06-08T02:32:06Z,False,False,False,False,False,False,False,False,False,False,False,False
5816818535,ai_engineer,India,Ecolab,,,2026-07-27T03:14:35Z,False,False,False,False,False,False,False,False,False,False,False,True
5536716700,ai_engineer,India,BayRockLabs Open Requisitions,,,2025-12-11T00:35:48Z,False,True,False,False,False,False,False,False,False,False,False,True
5503837785,ai_engineer,Bengaluru,MyData Insights Private Limited,,,2025-11-20T00:58:21Z,False,False,False,False,False,False,False,False,False,False,False,False
5819193016,ai_engineer,Bengaluru,Neudesic Technologies Private Limited,,,2026-07-29T07:50:32Z,False,True,False,False,False,True,False,False,False,False,False,True
5796417474,ai_engineer,Bengaluru,Neudesic Technologies,,,2026-07-11T07:21:39Z,False,False,False,False,False,True,False,False,False,False,False,True
5796417475,ai_engineer,Ernakulam,Neudesic Technologies,,,2026-07-11T07:21:39Z,False,False,False,False,False,True,False,False,False,False,False,True
5796417473,ai_engineer,Hyderabad,Neudesic Technologies,,,2026-07-11T07:21:39Z,False,False,False,False,False,True,False,False,False,False,False,True
5844354222,ai_engineer,Bengaluru,MathCo India,,,2026-08-16T21:10:54Z,False,False,False,False,False,False,False,False,False,False,False,True
5496729188,ai_engineer,Bengaluru,Supaboard,1000000.0,1600000.0,2025-11-15T02:28:44Z,False,True,False,False,False,False,False,False,False,False,False,False
5853709656,ai_engineer,India,AB InBev India,,,2026-08-23T20:59:44Z,False,False,False,False,False,False,False,False,False,False,False,False
5756865489,ai_engineer,Pune,Antal International,2500000.0,3000000.0,2026-06-09T09:42:02Z,False,True,False,False,False,False,False,True,False,False,False,True
5840389726,ai_engineer,India,dentsu,,,2026-08-13T20:55:34Z,False,False,False,False,False,False,False,False,False,False,False,True
5492760936,ai_engineer,Bengaluru,NeoGenCode Technologies Pvt Ltd,1500000.0,2200000.0,2025-11-13T02:25:04Z,False,False,False,False,False,False,False,False,False,False,False,True
5136197762,ai_engineer,Chennai,BigRio,2500000.0,3000000.0,2025-04-09T04:47:28Z,False,False,False,False,False,False,False,False,False,False,False,True
5841948517,ai_engineer,India,Globalli,,,2026-08-14T21:03:04Z,False,False,False,False,False,False,False,False,False,False,False,False
5814385170,ai_engineer,Pune,Capco,,,2026-07-25T03:11:41Z,False,False,False,False,False,False,False,False,False,False,False,False
5852564294,ai_engineer,India,Centric Software,,,2026-08-22T20:40:44Z,False,False,False,False,False,False,False,False,False,False,False,False
5849327244,ai_engineer,Bengaluru,"NTT America, Inc.",,,2026-08-20T11:18:32Z,False,False,False,False,False,False,False,False,False,False,False,False
5540675684,ai_engineer,Bengaluru,ENTER,3000000.0,5000000.0,2025-12-13T09:43:26Z,False,False,False,False,False,False,False,False,False,False,False,False
5816841769,ai_engineer,Hyderabad,Cornerstone OnDemand,,,2026-07-27T03:34:54Z,False,False,False,False,False,True,False,False,False,False,False,True
5849678684,ai_engineer,India,Barclays,,,2026-08-20T20:46:55Z,False,False,False,False,False,False,False,False,False,False,False,False
5828767825,ai_engineer,Bengaluru,Teradata,,,2026-08-05T10:57:50Z,False,False,False,False,False,False,False,False,False,False,False,False
5828767828,ai_engineer,India,Teradata,,,2026-08-05T10:57:50Z,False,False,False,False,False,False,False,False,False,False,False,False
5828767821,ai_engineer,Hyderabad,Teradata,,,2026-08-05T10:57:50Z,False,False,False,False,False,False,False,False,False,False,False,False
5787139526,ai_engineer,India,Itineris,,,2026-07-04T02:22:54Z,False,False,False,False,False,False,False,False,False,False,False,False
5819664792,ai_engineer,Indore,InvarSys,,,2026-07-29T15:57:22Z,False,False,False,False,False,False,False,False,False,False,False,True
5836879558,ai_engineer,India,Guidewire,,,2026-08-11T21:08:29Z,False,False,False,False,False,False,False,False,False,False,False,True
5820574942,ai_engineer,Chennai,TalentPro India HR Private Limited,,,2026-07-30T07:26:00Z,False,False,False,False,False,False,False,False,False,False,False,False
5833599841,ai_engineer,India,Anthesis Group,,,2026-08-08T20:57:20Z,False,False,False,False,False,False,False,False,False,False,False,False
5802074628,ai_engineer,Bengaluru,OX Consultancy Pte. Ltd.,,,2026-07-16T07:23:59Z,False,True,False,False,False,False,False,False,False,False,False,True
5838085758,ai_engineer,Bengaluru,MindBridge,,,2026-08-12T15:59:52Z,False,False,False,False,False,False,False,False,False,False,False,True
5484372147,ai_engineer,Bengaluru,NeoGenCode Technologies Pvt Ltd,1400000.0,2200000.0,2025-11-07T02:25:05Z,False,False,False,False,False,False,False,False,False,False,False,True
5833338043,ai_engineer,Chennai,HTC Global Services,,,2026-08-08T16:04:43Z,False,True,False,False,False,False,False,False,False,False,False,False
5481795302,ai_engineer,India,Particle41,,,2025-11-05T15:55:42Z,False,False,False,False,False,False,False,False,False,False,False,False
5852581458,ai_engineer,India,DXC Technology,,,2026-08-22T20:52:39Z,True,True,False,False,False,True,False,False,False,False,False,True
5774006336,ai_engineer,India,NK Securities Research,,,2026-06-24T02:32:38Z,False,False,False,False,False,False,False,False,False,False,False,False
5781956001,ai_engineer,India,Donyati,,,2026-06-30T14:52:22Z,False,False,False,False,False,True,True,False,False,False,False,False
5831404724,ai_engineer,Ernakulam,Gadgeon Smart Systems,,,2026-08-07T07:35:05Z,False,False,False,False,False,False,False,False,False,False,False,True
5843923561,ai_engineer,Chandigarh,Suffescom Solutions Pvt. Ltd.,,,2026-08-16T09:10:55Z,False,False,False,False,False,False,False,False,False,False,False,True
5708034036,ai_engineer,India,AiSensy,,,2026-04-23T11:51:49Z,False,False,False,False,False,False,False,False,False,False,False,False
5840182788,ai_engineer,Bengaluru,GoodSpace AI,,,2026-08-13T16:03:54Z,False,False,False,False,False,False,False,False,False,False,False,False
5804446276,ai_engineer,Gurugram,"NTT America, Inc.",,,2026-07-17T10:45:13Z,False,False,False,False,False,False,False,False,False,False,False,False
5825765458,ai_engineer,Pune,Capco,,,2026-08-02T20:50:35Z,False,False,False,False,False,False,False,False,False,False,False,True
5754790996,ai_engineer,Bengaluru,Goodera,,,2026-06-07T02:22:29Z,False,False,False,False,False,False,False,False,False,False,False,False
5851138871,ai_engineer,India,Airbus,,,2026-08-21T20:43:17Z,False,False,False,False,False,False,False,False,False,False,False,False
5841935717,ai_engineer,Mumbai,Delhi,,,2026-08-14T20:54:30Z,False,False,False,False,False,False,False,False,False,False,False,False
5850890441,ai_engineer,Mumbai,Kuku FM,1800000.0,2300000.0,2026-08-21T16:03:18Z,False,False,False,False,False,False,False,False,False,False,False,False
5797386403,ai_engineer,Bengaluru,AutoStore System,,,2026-07-12T03:39:24Z,False,False,False,False,False,False,False,False,False,False,False,False
5717565563,ai_engineer,India,WE SEARCH INFO SOLUTIONS PRIVATE LIMITED,160000.0,250000.0,2026-05-03T09:17:53Z,False,False,False,False,False,True,False,False,False,False,False,False
5758060820,ai_engineer,Mumbai,MSCI Inc.,,,2026-06-10T10:10:14Z,False,False,False,False,False,False,False,False,False,False,False,False
5728448695,ai_engineer,Bengaluru,Plum Benefits,,,2026-05-14T02:28:02Z,False,False,False,False,False,False,False,False,False,False,False,False
5742044596,ai_engineer,India,Vertexcover Labs,1200000.0,3200000.0,2026-05-27T12:48:22Z,False,False,False,False,False,False,False,False,False,False,False,False
5857013965,ai_engineer,India,GE HealthCare,,,2026-08-26T21:10:19Z,False,False,False,False,False,False,False,False,False,False,False,True
5713424539,ai_engineer,India,InteligenAI,1200000.0,3000000.0,2026-04-29T12:06:13Z,False,False,False,False,False,False,False,False,False,False,False,True
5831849430,ai_engineer,Pune,FWC IT Services,1000000.0,2600000.0,2026-08-07T16:02:57Z,False,False,False,False,False,False,False,False,False,False,False,False
5833604396,ai_engineer,India,IC Markets Global,,,2026-08-08T21:00:36Z,False,False,False,False,False,False,False,False,False,False,False,False
5526054844,ai_engineer,India,NavGurukul,,,2025-12-03T22:51:35Z,False,False,False,False,False,False,False,False,False,False,False,False
5566262131,ai_engineer,Bengaluru,Welldoc Inc,,,2026-01-04T00:37:08Z,False,False,False,False,False,False,False,False,False,False,False,True
5797635986,ai_engineer,Bengaluru,"Automation Anywhere, Inc.",,,2026-07-12T10:40:59Z,False,False,False,False,False,False,False,False,False,False,False,False
5816232680,ai_engineer,Hyderabad,Cornerstone onDemand,,,2026-07-26T10:54:03Z,False,False,False,False,False,True,False,False,False,False,False,True
5816232668,ai_engineer,India,Cornerstone onDemand,,,2026-07-26T10:54:01Z,False,False,False,False,False,True,False,False,False,False,False,True
5846917723,ai_engineer,India,F5 Networks,,,2026-08-18T20:59:09Z,False,False,False,False,False,False,False,False,False,False,False,False
5768564555,ai_engineer,India,Becton Dickinson Medical Devices,,,2026-06-19T02:34:52Z,False,False,False,False,False,False,False,False,False,False,False,False
5806705193,ai_engineer,Pune,Simulationhub,,,2026-07-19T07:24:20Z,False,False,False,False,False,False,False,False,False,False,False,False
5819858262,ai_engineer,Noida,apexanalytix,,,2026-07-29T20:43:09Z,False,False,False,False,False,False,False,False,False,False,False,True
5796161413,ai_engineer,Bengaluru,Anteriad,,,2026-07-11T03:19:18Z,False,False,False,False,False,False,False,False,False,False,False,False
5768994963,ai_engineer,Bengaluru,BD ,,,2026-06-19T10:25:05Z,False,False,False,False,False,False,False,False,False,False,False,False
5504054764,ai_engineer,Hyderabad,HapiVet AI,500000.0,3500000.0,2025-11-20T02:32:26Z,False,False,False,False,False,False,False,False,False,False,False,False
5812830770,ai_engineer,Bengaluru,Get Well Network,,,2026-07-24T03:23:42Z,False,False,False,False,False,False,False,False,False,False,False,True
5834741379,ai_engineer,Bengaluru,Bukuwarung,,,2026-08-09T20:37:53Z,False,False,False,False,False,False,False,False,False,False,False,False
5821862602,ai_engineer,Pune,Cctech,,,2026-07-31T07:29:57Z,False,False,False,False,False,False,False,False,False,False,False,False
5833578599,ai_engineer,India,Private Limited,,,2026-08-08T20:38:32Z,False,False,False,False,False,False,False,False,False,False,False,False
5483452852,ai_engineer,Mumbai,Quantanite,,,2025-11-06T16:04:30Z,False,False,False,False,False,False,False,False,False,False,False,False
5836836882,ai_engineer,India,Barclays,,,2026-08-11T20:47:05Z,False,False,False,False,False,False,False,False,False,False,False,False
5744786660,ai_engineer,India,Marsh McLennan,,,2026-05-30T02:15:43Z,False,False,False,False,False,False,False,False,False,False,False,False
5737249590,ai_engineer,India,Beyondsoft Consulting,,,2026-05-22T09:59:20Z,False,False,False,False,False,False,False,False,False,False,False,False
5856196894,ai_engineer,Hyderabad,Infosys Limited,,,2026-08-26T07:38:03Z,False,False,False,False,False,False,False,False,False,False,False,False
5851860937,ai_engineer,Hyderabad,Franklin Templeton,,,2026-08-22T07:33:50Z,False,False,False,False,False,False,False,False,False,False,False,True
5844304276,ai_engineer,Bengaluru,G2,,,2026-08-16T20:55:53Z,False,False,False,False,False,False,False,False,False,False,False,False
5390148034,ai_engineer,India,Recruit Square,600000.0,900000.0,2025-09-09T06:00:31Z,False,False,False,False,False,False,False,False,False,False,False,True
5854537877,ai_engineer,Hyderabad,S&P Global,,,2026-08-25T00:07:49Z,False,False,False,False,False,False,False,False,False,False,False,False
5837139570,ai_engineer,Hyderabad,Warner Bros. Discovery,,,2026-08-12T01:59:38Z,False,False,False,False,False,False,False,False,False,False,False,False
5837139416,ai_engineer,Hyderabad,Warner Bros. Discovery,,,2026-08-12T01:59:35Z,False,False,False,False,False,False,False,False,False,False,False,False
5854537752,ai_engineer,India,S&P Global,,,2026-08-25T00:07:35Z,False,False,False,False,False,False,False,False,False,False,False,False
5849116294,ai_engineer,Bengaluru,Deservely Technologies Pvt Ltd,1500000.0,1680000.0,2026-08-20T07:10:43Z,False,True,False,False,False,False,False,False,False,False,False,False
5848973578,ai_engineer,Bengaluru,SPG Consulting,,,2026-08-20T05:00:44Z,True,True,False,False,False,False,False,False,False,False,False,False
3175702626,ai_engineer,Noida,Marj Technologies,700000.0,1000000.0,2022-05-28T06:10:44Z,False,False,False,False,False,False,True,False,False,False,False,False
5717273191,ai_engineer,Hyderabad,Amgen,,,2026-05-03T02:07:33Z,False,False,False,False,False,False,False,False,False,False,False,True
5718401844,ai_engineer,Hyderabad,Amgen,,,2026-05-04T09:48:20Z,False,False,False,False,False,False,False,False,False,False,False,True
4514376236,ai_engineer,Bengaluru,Qrata,1700000.0,4000000.0,2024-01-07T15:07:52Z,False,False,False,False,False,False,False,False,False,False,False,False
5552722462,ai_engineer,Pune,Innover Systems,400000.0,1000000.0,2025-12-23T09:49:00Z,False,False,False,False,False,False,False,False,False,False,False,False
3987216053,ai_engineer,Bengaluru,Thena,1500000.0,2400000.0,2023-03-19T10:07:05Z,False,False,False,False,False,False,False,False,False,False,False,False
4708090721,ai_engineer,Chennai,LMES Academy,700000.0,1500000.0,2024-05-26T10:06:36Z,False,False,False,False,False,False,False,False,False,False,False,True
5796417291,ai_engineer,Hyderabad,Phenom People,,,2026-07-11T07:21:34Z,False,False,False,False,False,False,False,False,False,False,False,False
5838096699,ai_engineer,Bengaluru,FORGIS,,,2026-08-12T16:02:53Z,False,False,False,False,False,False,False,False,False,False,False,False
5831365081,ai_engineer,India,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,,,2026-08-07T06:51:40Z,False,False,False,False,False,False,False,False,False,False,False,False
5363133330,ai_engineer,Bengaluru,Potentiam,2500000.0,3500000.0,2025-08-22T07:51:31Z,False,True,False,False,False,False,False,False,False,False,False,True
4676936483,ai_engineer,India,Sadup Softech,400000.0,1500000.0,2024-05-03T15:49:39Z,False,False,False,False,False,False,False,False,False,False,False,True
5756005573,ai_engineer,Hyderabad,Amgen,,,2026-06-08T10:17:26Z,False,False,False,False,False,False,False,False,False,False,False,True
5755657078,ai_engineer,Hyderabad,Amgen,,,2026-06-08T02:22:06Z,False,False,False,False,False,False,False,False,False,False,False,True
5774368786,ai_engineer,Bengaluru,Varaha,,,2026-06-24T10:11:59Z,False,False,False,False,False,False,False,False,False,False,False,False
3949356918,ai_engineer,Bengaluru,People First Consultants,1000000.0,3500000.0,2023-03-01T01:41:44Z,True,True,False,False,False,False,False,True,False,False,False,False
5722062899,ai_engineer,India,ParallelDots,,,2026-05-08T02:11:35Z,False,True,False,False,False,False,False,False,False,False,False,False
5830631162,ai_engineer,Hyderabad,Amgen,,,2026-08-06T20:53:04Z,False,True,False,False,False,False,False,False,False,False,False,False
5831600559,ai_engineer,Hyderabad,Amgen,,,2026-08-07T10:54:00Z,False,True,False,False,False,False,False,False,False,False,False,False
5855249589,ai_engineer,Bengaluru,Weekday AI,,,2026-08-25T16:04:52Z,False,True,False,False,False,False,False,False,False,False,False,False
1155088318,ai_engineer,Delhi,Tradeindia.com - Infocom Network,400000.0,1000000.0,2019-05-17T21:02:38Z,False,False,False,False,False,False,False,False,False,False,False,False
5853357061,ai_engineer,Hyderabad,Amgen,,,2026-08-23T11:13:16Z,False,False,False,False,False,False,False,False,False,False,False,False
5853700913,ai_engineer,Hyderabad,Amgen,,,2026-08-23T20:52:32Z,False,False,False,False,False,False,False,False,False,False,False,False
1171507734,ai_engineer,Mumbai,UnFound,500000.0,500000.0,2019-06-05T21:12:11Z,False,False,False,False,False,False,False,False,False,False,False,False
5831864220,ai_engineer,Kolkata,Mind Webs Ventures,,,2026-08-07T16:04:45Z,False,False,False,False,False,False,False,False,False,False,False,False
3894826256,ai_engineer,Hyderabad,Phenom People,1000000.0,1800000.0,2023-02-02T08:54:57Z,False,False,False,False,False,False,False,False,False,False,False,False
4878673281,ai_engineer,India,AIMonk Labs Pvt Ltd,900000.0,1200000.0,2024-09-27T11:53:19Z,False,False,False,False,False,False,False,False,False,False,False,False
5796582780,ai_engineer,India,Norstella,,,2026-07-11T10:42:02Z,False,False,False,False,False,False,False,False,True,False,False,False
5809893257,ai_engineer,India,Hilti,,,2026-07-22T03:24:22Z,False,False,False,False,False,False,False,False,False,False,False,False
5833020604,ai_engineer,India,Coinbase,,,2026-08-08T10:55:00Z,False,False,False,False,False,False,False,False,False,False,False,False
5635046286,ai_engineer,Bengaluru,Spector.ai,,,2026-02-19T01:58:03Z,False,False,False,False,False,False,False,False,False,False,False,False
3044590237,ai_engineer,Chennai,"DATASEE.AI, INC.",700000.0,1400000.0,2022-04-12T05:27:44Z,False,False,False,False,False,False,False,False,False,False,False,False
3332673255,ai_engineer,Pune,InFoCusp,1000000.0,3000000.0,2022-07-20T06:36:18Z,False,False,False,False,False,False,False,False,False,False,False,False
5788472875,ai_engineer,India,NewVison,1500000.0,2200000.0,2026-07-05T03:38:44Z,True,False,False,False,False,False,False,False,False,False,False,False
5832093736,ai_engineer,Hyderabad,Amgen,,,2026-08-07T20:58:08Z,False,False,False,False,False,False,False,False,False,False,False,False
5822543007,ai_engineer,Bengaluru,Coinbase,,,2026-07-31T21:30:17Z,False,False,False,False,False,False,False,False,False,False,False,False
5292951715,ai_engineer,India,PLS Lawyers Pvt Ltd,600000.0,1200000.0,2025-07-09T07:34:22Z,False,False,False,False,False,False,False,False,False,False,False,True
5117034498,ai_engineer,India,Vector Labs Tech,1000000.0,1500000.0,2025-03-29T06:24:28Z,False,False,False,False,False,False,False,False,False,False,False,False
5838496879,ai_engineer,Mumbai,Prodigal,,,2026-08-12T21:03:22Z,False,False,False,False,False,False,False,False,False,False,False,False
5803782486,ai_engineer,Mumbai,Momentum Group Limited,,,2026-07-17T03:15:54Z,False,False,False,False,False,False,False,False,False,False,False,False
2549478979,ai_engineer,Bengaluru,Artifex HR,0.0,800000.0,2021-10-16T06:33:17Z,False,False,False,False,False,False,False,False,False,False,False,False
5841419167,ai_engineer,Hyderabad,The Goodyear Tire & Rubber Company,,,2026-08-14T11:18:23Z,False,False,False,False,False,False,False,False,False,False,False,False
5834751581,ai_engineer,Bengaluru,Adobe,,,2026-08-09T20:47:50Z,False,False,False,False,False,False,False,False,False,False,False,False
5825771877,ai_engineer,India,Motorola Solutions,,,2026-08-02T20:56:45Z,False,False,False,False,False,False,False,False,False,False,False,False
5840391480,ai_engineer,Noida,Adobe,,,2026-08-13T20:56:27Z,False,False,False,False,False,False,False,False,False,False,False,False
5841937030,ai_engineer,Noida,Adobe,,,2026-08-14T20:55:33Z,False,False,False,False,False,False,False,False,False,False,False,False
